,Dates,Temperature in celsius
56436,1954-07-09,38.48
56437,1954-07-10,32.24
56438,1954-07-11,38.32
56439,1954-07-12,35.67
56440,1954-07-13,34.94
56441,1954-07-14,32.11
56442,1954-07-15,36.77
56443,1954-07-16,37.77
56444,1954-07-17,37.19
56445,1954-07-18,37.1
56446,1954-07-19,32.3
56447,1954-07-20,38.13
56448,1954-07-21,35.44
56449,1954-07-22,34.43
56450,1954-07-23,34.9
56451,1954-07-24,33.1
56452,1954-07-25,35.24
56453,1954-07-26,37.38
56454,1954-07-27,32.83
56455,1954-07-28,34.94
56456,1954-07-29,32.3
56457,1954-07-30,34.96
56458,1954-07-31,35.31
56459,1954-08-01,30.9
56460,1954-08-02,37.42
56461,1954-08-03,31.56
56462,1954-08-04,29.47
56463,1954-08-05,31.81
56464,1954-08-06,37.3
56465,1954-08-07,36.89
56466,1954-08-08,29.65
56467,1954-08-09,30.6
56468,1954-08-10,30.87
56469,1954-08-11,35.54
56470,1954-08-12,30.37
56471,1954-08-13,36.12
56472,1954-08-14,31.14
56473,1954-08-15,29.61
56474,1954-08-16,28.99
56475,1954-08-17,32.22
56476,1954-08-18,35.05
56477,1954-08-19,29.96
56478,1954-08-20,33.42
56479,1954-08-21,32.1
56480,1954-08-22,37.47
56481,1954-08-23,35.36
56482,1954-08-24,29.09
56483,1954-08-25,32.95
56484,1954-08-26,30.54
56485,1954-08-27,37.21
56486,1954-08-28,30.85
56487,1954-08-29,31.35
56488,1954-08-30,31.28
56489,1954-08-31,29.22
56490,1954-09-01,32.32
56491,1954-09-02,29.73
56492,1954-09-03,31.58
56493,1954-09-04,25.45
56494,1954-09-05,33.57
56495,1954-09-06,28.9
56496,1954-09-07,28.95
56497,1954-09-08,32.01
56498,1954-09-09,31.93
56499,1954-09-10,31.8
56500,1954-09-11,30.47
56501,1954-09-12,31.31
56502,1954-09-13,27.85
56503,1954-09-14,33.72
56504,1954-09-15,32.59
56505,1954-09-16,29.49
56506,1954-09-17,29.59
56507,1954-09-18,31.93
56508,1954-09-19,31.48
56509,1954-09-20,26.05
56510,1954-09-21,27.12
56511,1954-09-22,28.45
56512,1954-09-23,26.53
56513,1954-09-24,26.31
56514,1954-09-25,27.7
56515,1954-09-26,31.09
56516,1954-09-27,30.05
56517,1954-09-28,25.79
56518,1954-09-29,33.8
56519,1954-09-30,26.18
56520,1954-10-01,25.74
56521,1954-10-02,29.82
56522,1954-10-03,23.97
56523,1954-10-04,31.19
56524,1954-10-05,24.92
56525,1954-10-06,26.57
56526,1954-10-07,23.63
56527,1954-10-08,31.66
56528,1954-10-09,27.42
56529,1954-10-10,26.63
56530,1954-10-11,26.85
56531,1954-10-12,32.36
56532,1954-10-13,25.87
56533,1954-10-14,31.17
56534,1954-10-15,25.28
56535,1954-10-16,30.58
56536,1954-10-17,27.59
56537,1954-10-18,27.47
56538,1954-10-19,31.31
56539,1954-10-20,30.11
56540,1954-10-21,22.12
56541,1954-10-22,24.51
56542,1954-10-23,23.33
56543,1954-10-24,30.27
56544,1954-10-25,29.35
56545,1954-10-26,28.74
56546,1954-10-27,29.94
56547,1954-10-28,24.96
56548,1954-10-29,27.62
56549,1954-10-30,31.15
56550,1954-10-31,29.62
56551,1954-11-01,18.74
56552,1954-11-02,22.31
56553,1954-11-03,18.38
56554,1954-11-04,21.29
56555,1954-11-05,18.0
56556,1954-11-06,19.88
56557,1954-11-07,20.08
56558,1954-11-08,16.42
56559,1954-11-09,15.9
56560,1954-11-10,15.56
56561,1954-11-11,21.15
56562,1954-11-12,17.64
56563,1954-11-13,19.27
56564,1954-11-14,20.32
56565,1954-11-15,23.82
56566,1954-11-16,20.54
56567,1954-11-17,16.82
56568,1954-11-18,18.82
56569,1954-11-19,20.19
56570,1954-11-20,15.9
56571,1954-11-21,14.23
56572,1954-11-22,22.67
56573,1954-11-23,18.54
56574,1954-11-24,21.19
56575,1954-11-25,20.62
56576,1954-11-26,23.21
56577,1954-11-27,17.13
56578,1954-11-28,15.1
56579,1954-11-29,22.17
56580,1954-11-30,15.67
56581,1954-12-01,8.07
56582,1954-12-02,12.17
56583,1954-12-03,13.14
56584,1954-12-04,8.72
56585,1954-12-05,15.31
56586,1954-12-06,9.22
56587,1954-12-07,11.29
56588,1954-12-08,10.55
56589,1954-12-09,14.14
56590,1954-12-10,14.33
56591,1954-12-11,13.98
56592,1954-12-12,9.35
56593,1954-12-13,14.23
56594,1954-12-14,16.82
56595,1954-12-15,11.02
56596,1954-12-16,16.96
56597,1954-12-17,12.1
56598,1954-12-18,11.73
56599,1954-12-19,11.36
56600,1954-12-20,16.32
56601,1954-12-21,10.09
56602,1954-12-22,10.22
56603,1954-12-23,13.28
56604,1954-12-24,9.76
56605,1954-12-25,12.34
56606,1954-12-26,15.79
56607,1954-12-27,11.18
56608,1954-12-28,8.11
56609,1954-12-29,13.62
56610,1954-12-30,12.36
56611,1954-12-31,11.8
56612,1955-01-01,9.78
56613,1955-01-02,9.69
56614,1955-01-03,8.4
56615,1955-01-04,12.45
56616,1955-01-05,10.08
56617,1955-01-06,8.25
56618,1955-01-07,8.01
56619,1955-01-08,12.11
56620,1955-01-09,9.22
56621,1955-01-10,12.9
56622,1955-01-11,9.93
56623,1955-01-12,8.97
56624,1955-01-13,12.09
56625,1955-01-14,11.57
56626,1955-01-15,9.51
56627,1955-01-16,8.24
56628,1955-01-17,11.0
56629,1955-01-18,13.65
56630,1955-01-19,9.43
56631,1955-01-20,9.23
56632,1955-01-21,10.45
56633,1955-01-22,8.87
56634,1955-01-23,12.28
56635,1955-01-24,8.72
56636,1955-01-25,10.66
56637,1955-01-26,13.42
56638,1955-01-27,9.69
56639,1955-01-28,12.76
56640,1955-01-29,9.98
56641,1955-01-30,9.9
56642,1955-01-31,13.29
56643,1955-02-01,14.53
56644,1955-02-02,18.66
56645,1955-02-03,17.32
56646,1955-02-04,18.24
56647,1955-02-05,16.97
56648,1955-02-06,16.46
56649,1955-02-07,16.92
56650,1955-02-08,18.06
56651,1955-02-09,18.55
56652,1955-02-10,13.8
56653,1955-02-11,11.6
56654,1955-02-12,17.13
56655,1955-02-13,18.5
56656,1955-02-14,13.5
56657,1955-02-15,16.27
56658,1955-02-16,12.2
56659,1955-02-17,14.82
56660,1955-02-18,11.39
56661,1955-02-19,18.18
56662,1955-02-20,18.0
56663,1955-02-21,16.44
56664,1955-02-22,14.97
56665,1955-02-23,19.12
56666,1955-02-24,11.59
56667,1955-02-25,18.38
56668,1955-02-26,11.23
56669,1955-02-27,12.1
56670,1955-02-28,12.38
56671,1955-03-01,18.49
56672,1955-03-02,18.24
56673,1955-03-03,22.39
56674,1955-03-04,20.07
56675,1955-03-05,28.04
56676,1955-03-06,20.37
56677,1955-03-07,22.95
56678,1955-03-08,27.8
56679,1955-03-09,25.81
56680,1955-03-10,27.55
56681,1955-03-11,21.55
56682,1955-03-12,19.34
56683,1955-03-13,28.6
56684,1955-03-14,18.82
56685,1955-03-15,27.23
56686,1955-03-16,25.7
56687,1955-03-17,21.94
56688,1955-03-18,21.57
56689,1955-03-19,19.73
56690,1955-03-20,17.33
56691,1955-03-21,23.08
56692,1955-03-22,17.93
56693,1955-03-23,20.37
56694,1955-03-24,27.26
56695,1955-03-25,22.14
56696,1955-03-26,24.25
56697,1955-03-27,17.57
56698,1955-03-28,21.45
56699,1955-03-29,22.05
56700,1955-03-30,25.63
56701,1955-03-31,28.35
56702,1955-04-01,27.35
56703,1955-04-02,34.82
56704,1955-04-03,33.72
56705,1955-04-04,31.31
56706,1955-04-05,28.06
56707,1955-04-06,25.94
56708,1955-04-07,31.91
56709,1955-04-08,27.02
56710,1955-04-09,30.65
56711,1955-04-10,32.96
56712,1955-04-11,24.81
56713,1955-04-12,24.14
56714,1955-04-13,32.08
56715,1955-04-14,34.17
56716,1955-04-15,33.86
56717,1955-04-16,25.33
56718,1955-04-17,24.32
56719,1955-04-18,31.23
56720,1955-04-19,32.46
56721,1955-04-20,23.98
56722,1955-04-21,28.39
56723,1955-04-22,26.98
56724,1955-04-23,27.03
56725,1955-04-24,28.22
56726,1955-04-25,25.94
56727,1955-04-26,26.82
56728,1955-04-27,27.98
56729,1955-04-28,28.25
56730,1955-04-29,24.24
56731,1955-04-30,34.22
56732,1955-05-01,37.93
56733,1955-05-02,41.06
56734,1955-05-03,43.5
56735,1955-05-04,42.86
56736,1955-05-05,43.46
56737,1955-05-06,41.41
56738,1955-05-07,38.85
56739,1955-05-08,37.29
56740,1955-05-09,42.43
56741,1955-05-10,44.75
56742,1955-05-11,37.26
56743,1955-05-12,43.78
56744,1955-05-13,39.9
56745,1955-05-14,39.37
56746,1955-05-15,38.95
56747,1955-05-16,42.31
56748,1955-05-17,44.24
56749,1955-05-18,35.12
56750,1955-05-19,40.89
56751,1955-05-20,45.78
56752,1955-05-21,41.81
56753,1955-05-22,42.67
56754,1955-05-23,36.07
56755,1955-05-24,34.9
56756,1955-05-25,44.59
56757,1955-05-26,42.96
56758,1955-05-27,35.25
56759,1955-05-28,44.86
56760,1955-05-29,45.51
56761,1955-05-30,37.79
56762,1955-05-31,41.21
56763,1955-06-01,43.54
56764,1955-06-02,40.48
56765,1955-06-03,41.69
56766,1955-06-04,42.91
56767,1955-06-05,41.82
56768,1955-06-06,42.75
56769,1955-06-07,43.47
56770,1955-06-08,40.87
56771,1955-06-09,41.17
56772,1955-06-10,44.6
56773,1955-06-11,43.39
56774,1955-06-12,44.15
56775,1955-06-13,46.87
56776,1955-06-14,45.64
56777,1955-06-15,36.34
56778,1955-06-16,41.9
56779,1955-06-17,46.71
56780,1955-06-18,45.77
56781,1955-06-19,39.3
56782,1955-06-20,35.4
56783,1955-06-21,39.1
56784,1955-06-22,40.22
56785,1955-06-23,38.84
56786,1955-06-24,40.45
56787,1955-06-25,40.5
56788,1955-06-26,41.52
56789,1955-06-27,43.36
56790,1955-06-28,36.9
56791,1955-06-29,45.17
56792,1955-06-30,35.15
56793,1955-07-01,38.53
56794,1955-07-02,36.4
56795,1955-07-03,32.83
56796,1955-07-04,37.54
56797,1955-07-05,38.64
56798,1955-07-06,33.37
56799,1955-07-07,36.62
56800,1955-07-08,38.51
56801,1955-07-09,35.99
56802,1955-07-10,32.35
56803,1955-07-11,35.04
56804,1955-07-12,33.87
56805,1955-07-13,37.2
56806,1955-07-14,38.16
56807,1955-07-15,38.92
56808,1955-07-16,33.65
56809,1955-07-17,36.49
56810,1955-07-18,35.48
56811,1955-07-19,33.62
56812,1955-07-20,37.42
56813,1955-07-21,36.51
56814,1955-07-22,38.84
56815,1955-07-23,32.95
56816,1955-07-24,36.15
56817,1955-07-25,33.98
56818,1955-07-26,34.98
56819,1955-07-27,38.42
56820,1955-07-28,34.75
56821,1955-07-29,37.13
56822,1955-07-30,36.99
56823,1955-07-31,37.51
56824,1955-08-01,30.64
56825,1955-08-02,35.73
56826,1955-08-03,30.72
56827,1955-08-04,35.81
56828,1955-08-05,28.51
56829,1955-08-06,29.55
56830,1955-08-07,37.45
56831,1955-08-08,32.98
56832,1955-08-09,33.41
56833,1955-08-10,33.69
56834,1955-08-11,30.88
56835,1955-08-12,33.64
56836,1955-08-13,32.05
56837,1955-08-14,31.61
56838,1955-08-15,34.89
56839,1955-08-16,29.73
56840,1955-08-17,31.88
56841,1955-08-18,35.94
56842,1955-08-19,33.19
56843,1955-08-20,32.09
56844,1955-08-21,37.58
56845,1955-08-22,31.62
56846,1955-08-23,30.53
56847,1955-08-24,37.0
56848,1955-08-25,34.34
56849,1955-08-26,30.35
56850,1955-08-27,33.36
56851,1955-08-28,34.78
56852,1955-08-29,31.34
56853,1955-08-30,29.95
56854,1955-08-31,33.06
56855,1955-09-01,25.02
56856,1955-09-02,25.35
56857,1955-09-03,26.21
56858,1955-09-04,28.23
56859,1955-09-05,25.15
56860,1955-09-06,33.76
56861,1955-09-07,33.06
56862,1955-09-08,30.52
56863,1955-09-09,29.29
56864,1955-09-10,27.81
56865,1955-09-11,32.96
56866,1955-09-12,33.52
56867,1955-09-13,30.56
56868,1955-09-14,28.42
56869,1955-09-15,30.71
56870,1955-09-16,30.73
56871,1955-09-17,32.03
56872,1955-09-18,30.57
56873,1955-09-19,32.7
56874,1955-09-20,33.45
56875,1955-09-21,26.73
56876,1955-09-22,30.81
56877,1955-09-23,26.59
56878,1955-09-24,28.43
56879,1955-09-25,28.81
56880,1955-09-26,30.71
56881,1955-09-27,27.92
56882,1955-09-28,33.55
56883,1955-09-29,28.77
56884,1955-09-30,29.2
56885,1955-10-01,31.93
56886,1955-10-02,26.65
56887,1955-10-03,22.73
56888,1955-10-04,26.15
56889,1955-10-05,30.56
56890,1955-10-06,31.25
56891,1955-10-07,24.13
56892,1955-10-08,26.29
56893,1955-10-09,28.13
56894,1955-10-10,23.22
56895,1955-10-11,27.19
56896,1955-10-12,21.59
56897,1955-10-13,32.2
56898,1955-10-14,26.62
56899,1955-10-15,28.69
56900,1955-10-16,23.44
56901,1955-10-17,25.23
56902,1955-10-18,29.21
56903,1955-10-19,32.74
56904,1955-10-20,27.82
56905,1955-10-21,26.72
56906,1955-10-22,28.11
56907,1955-10-23,31.03
56908,1955-10-24,30.24
56909,1955-10-25,26.15
56910,1955-10-26,23.77
56911,1955-10-27,22.25
56912,1955-10-28,25.97
56913,1955-10-29,29.63
56914,1955-10-30,26.21
56915,1955-10-31,31.88
56916,1955-11-01,17.96
56917,1955-11-02,19.6
56918,1955-11-03,14.82
56919,1955-11-04,16.67
56920,1955-11-05,16.32
56921,1955-11-06,17.55
56922,1955-11-07,17.84
56923,1955-11-08,15.62
56924,1955-11-09,19.55
56925,1955-11-10,17.63
56926,1955-11-11,15.09
56927,1955-11-12,23.78
56928,1955-11-13,18.7
56929,1955-11-14,16.53
56930,1955-11-15,21.25
56931,1955-11-16,21.54
56932,1955-11-17,20.04
56933,1955-11-18,17.12
56934,1955-11-19,20.34
56935,1955-11-20,14.7
56936,1955-11-21,22.99
56937,1955-11-22,23.81
56938,1955-11-23,22.9
56939,1955-11-24,17.59
56940,1955-11-25,17.07
56941,1955-11-26,17.04
56942,1955-11-27,17.09
56943,1955-11-28,17.55
56944,1955-11-29,18.91
56945,1955-11-30,22.53
56946,1955-12-01,13.18
56947,1955-12-02,16.98
56948,1955-12-03,8.46
56949,1955-12-04,10.67
56950,1955-12-05,8.51
56951,1955-12-06,11.55
56952,1955-12-07,15.96
56953,1955-12-08,10.11
56954,1955-12-09,13.28
56955,1955-12-10,16.96
56956,1955-12-11,16.66
56957,1955-12-12,9.71
56958,1955-12-13,12.99
56959,1955-12-14,13.14
56960,1955-12-15,9.84
56961,1955-12-16,10.23
56962,1955-12-17,9.53
56963,1955-12-18,9.82
56964,1955-12-19,9.83
56965,1955-12-20,14.27
56966,1955-12-21,14.25
56967,1955-12-22,13.0
56968,1955-12-23,15.82
56969,1955-12-24,8.59
56970,1955-12-25,13.14
56971,1955-12-26,8.66
56972,1955-12-27,12.07
56973,1955-12-28,16.53
56974,1955-12-29,14.73
56975,1955-12-30,15.09
56976,1955-12-31,12.83
56977,1956-01-01,11.73
56978,1956-01-02,8.54
56979,1956-01-03,8.98
56980,1956-01-04,10.75
56981,1956-01-05,8.19
56982,1956-01-06,12.01
56983,1956-01-07,10.01
56984,1956-01-08,11.02
56985,1956-01-09,10.51
56986,1956-01-10,11.05
56987,1956-01-11,10.59
56988,1956-01-12,13.5
56989,1956-01-13,12.48
56990,1956-01-14,10.42
56991,1956-01-15,8.76
56992,1956-01-16,12.1
56993,1956-01-17,12.55
56994,1956-01-18,9.24
56995,1956-01-19,12.92
56996,1956-01-20,11.3
56997,1956-01-21,12.59
56998,1956-01-22,12.77
56999,1956-01-23,12.22
57000,1956-01-24,13.56
57001,1956-01-25,12.81
57002,1956-01-26,9.3
57003,1956-01-27,10.91
57004,1956-01-28,13.54
57005,1956-01-29,11.36
57006,1956-01-30,12.43
57007,1956-01-31,12.71
57008,1956-02-01,17.16
57009,1956-02-02,12.42
57010,1956-02-03,13.78
57011,1956-02-04,14.59
57012,1956-02-05,17.13
57013,1956-02-06,16.08
57014,1956-02-07,17.02
57015,1956-02-08,15.13
57016,1956-02-09,16.35
57017,1956-02-10,16.18
57018,1956-02-11,16.11
57019,1956-02-12,12.66
57020,1956-02-13,14.16
57021,1956-02-14,17.5
57022,1956-02-15,13.62
57023,1956-02-16,17.24
57024,1956-02-17,11.25
57025,1956-02-18,14.39
57026,1956-02-19,11.79
57027,1956-02-20,19.79
57028,1956-02-21,13.74
57029,1956-02-22,16.22
57030,1956-02-23,14.68
57031,1956-02-24,15.69
57032,1956-02-25,16.26
57033,1956-02-26,18.41
57034,1956-02-27,12.33
57035,1956-02-28,15.55
57036,1956-02-29,16.81
57037,1956-03-01,22.04
57038,1956-03-02,22.6
57039,1956-03-03,21.72
57040,1956-03-04,26.36
57041,1956-03-05,23.54
57042,1956-03-06,26.48
57043,1956-03-07,21.4
57044,1956-03-08,17.83
57045,1956-03-09,19.78
57046,1956-03-10,20.13
57047,1956-03-11,21.36
57048,1956-03-12,24.62
57049,1956-03-13,25.53
57050,1956-03-14,21.12
57051,1956-03-15,18.99
57052,1956-03-16,19.13
57053,1956-03-17,24.16
57054,1956-03-18,17.63
57055,1956-03-19,22.56
57056,1956-03-20,19.91
57057,1956-03-21,24.71
57058,1956-03-22,18.28
57059,1956-03-23,26.7
57060,1956-03-24,26.2
57061,1956-03-25,21.81
57062,1956-03-26,25.04
57063,1956-03-27,28.29
57064,1956-03-28,18.2
57065,1956-03-29,22.92
57066,1956-03-30,27.54
57067,1956-03-31,26.12
57068,1956-04-01,30.98
57069,1956-04-02,31.7
57070,1956-04-03,33.55
57071,1956-04-04,30.8
57072,1956-04-05,33.91
57073,1956-04-06,33.2
57074,1956-04-07,33.26
57075,1956-04-08,33.85
57076,1956-04-09,33.67
57077,1956-04-10,30.74
57078,1956-04-11,23.75
57079,1956-04-12,30.43
57080,1956-04-13,25.65
57081,1956-04-14,32.04
57082,1956-04-15,28.39
57083,1956-04-16,32.99
57084,1956-04-17,28.79
57085,1956-04-18,34.84
57086,1956-04-19,32.01
57087,1956-04-20,32.09
57088,1956-04-21,25.05
57089,1956-04-22,32.07
57090,1956-04-23,33.23
57091,1956-04-24,32.01
57092,1956-04-25,25.78
57093,1956-04-26,31.45
57094,1956-04-27,24.45
57095,1956-04-28,27.34
57096,1956-04-29,24.5
57097,1956-04-30,30.82
57098,1956-05-01,44.53
57099,1956-05-02,38.68
57100,1956-05-03,39.5
57101,1956-05-04,44.45
57102,1956-05-05,39.85
57103,1956-05-06,36.02
57104,1956-05-07,42.33
57105,1956-05-08,45.56
57106,1956-05-09,38.62
57107,1956-05-10,45.79
57108,1956-05-11,36.72
57109,1956-05-12,39.19
57110,1956-05-13,45.56
57111,1956-05-14,37.86
57112,1956-05-15,34.6
57113,1956-05-16,41.51
57114,1956-05-17,38.87
57115,1956-05-18,38.06
57116,1956-05-19,40.97
57117,1956-05-20,45.47
57118,1956-05-21,36.09
57119,1956-05-22,45.21
57120,1956-05-23,42.13
57121,1956-05-24,45.27
57122,1956-05-25,40.87
57123,1956-05-26,39.97
57124,1956-05-27,39.19
57125,1956-05-28,38.94
57126,1956-05-29,38.15
57127,1956-05-30,41.09
57128,1956-05-31,44.42
57129,1956-06-01,37.66
57130,1956-06-02,38.7
57131,1956-06-03,46.98
57132,1956-06-04,44.4
57133,1956-06-05,41.76
57134,1956-06-06,38.59
57135,1956-06-07,41.07
57136,1956-06-08,35.64
57137,1956-06-09,39.5
57138,1956-06-10,35.13
57139,1956-06-11,35.36
57140,1956-06-12,40.03
57141,1956-06-13,41.14
57142,1956-06-14,42.9
57143,1956-06-15,44.43
57144,1956-06-16,44.78
57145,1956-06-17,35.12
57146,1956-06-18,44.91
57147,1956-06-19,45.62
57148,1956-06-20,35.94
57149,1956-06-21,39.76
57150,1956-06-22,44.74
57151,1956-06-23,44.95
57152,1956-06-24,38.38
57153,1956-06-25,46.18
57154,1956-06-26,37.03
57155,1956-06-27,44.77
57156,1956-06-28,35.19
57157,1956-06-29,42.41
57158,1956-06-30,45.42
57159,1956-07-01,38.22
57160,1956-07-02,35.81
57161,1956-07-03,35.01
57162,1956-07-04,34.68
57163,1956-07-05,35.37
57164,1956-07-06,36.08
57165,1956-07-07,37.45
57166,1956-07-08,34.23
57167,1956-07-09,35.68
57168,1956-07-10,34.88
57169,1956-07-11,36.77
57170,1956-07-12,35.49
57171,1956-07-13,32.04
57172,1956-07-14,33.9
57173,1956-07-15,33.94
57174,1956-07-16,33.42
57175,1956-07-17,37.45
57176,1956-07-18,38.17
57177,1956-07-19,36.2
57178,1956-07-20,32.96
57179,1956-07-21,36.33
57180,1956-07-22,32.44
57181,1956-07-23,35.21
57182,1956-07-24,36.25
57183,1956-07-25,35.48
57184,1956-07-26,38.8
57185,1956-07-27,36.4
57186,1956-07-28,36.96
57187,1956-07-29,32.5
57188,1956-07-30,38.82
57189,1956-07-31,33.71
57190,1956-08-01,37.31
57191,1956-08-02,28.68
57192,1956-08-03,36.03
57193,1956-08-04,30.4
57194,1956-08-05,35.17
57195,1956-08-06,37.11
57196,1956-08-07,37.4
57197,1956-08-08,31.12
57198,1956-08-09,33.99
57199,1956-08-10,31.58
57200,1956-08-11,29.19
57201,1956-08-12,35.01
57202,1956-08-13,29.45
57203,1956-08-14,30.07
57204,1956-08-15,29.74
57205,1956-08-16,33.71
57206,1956-08-17,34.21
57207,1956-08-18,36.64
57208,1956-08-19,32.36
57209,1956-08-20,32.64
57210,1956-08-21,36.74
57211,1956-08-22,30.96
57212,1956-08-23,31.83
57213,1956-08-24,31.0
57214,1956-08-25,37.65
57215,1956-08-26,34.87
57216,1956-08-27,34.41
57217,1956-08-28,32.99
57218,1956-08-29,37.21
57219,1956-08-30,36.2
57220,1956-08-31,33.52
57221,1956-09-01,30.47
57222,1956-09-02,31.48
57223,1956-09-03,27.94
57224,1956-09-04,28.12
57225,1956-09-05,28.29
57226,1956-09-06,25.3
57227,1956-09-07,32.79
57228,1956-09-08,27.24
57229,1956-09-09,29.84
57230,1956-09-10,28.77
57231,1956-09-11,31.95
57232,1956-09-12,27.07
57233,1956-09-13,30.23
57234,1956-09-14,30.91
57235,1956-09-15,28.54
57236,1956-09-16,28.13
57237,1956-09-17,31.36
57238,1956-09-18,28.89
57239,1956-09-19,26.96
57240,1956-09-20,28.86
57241,1956-09-21,25.97
57242,1956-09-22,25.29
57243,1956-09-23,32.99
57244,1956-09-24,33.68
57245,1956-09-25,28.23
57246,1956-09-26,32.61
57247,1956-09-27,30.88
57248,1956-09-28,27.5
57249,1956-09-29,27.09
57250,1956-09-30,29.21
57251,1956-10-01,21.21
57252,1956-10-02,31.0
57253,1956-10-03,22.73
57254,1956-10-04,23.29
57255,1956-10-05,26.24
57256,1956-10-06,26.55
57257,1956-10-07,21.9
57258,1956-10-08,31.15
57259,1956-10-09,26.49
57260,1956-10-10,25.78
57261,1956-10-11,24.92
57262,1956-10-12,32.53
57263,1956-10-13,29.18
57264,1956-10-14,25.53
57265,1956-10-15,32.93
57266,1956-10-16,32.03
57267,1956-10-17,28.52
57268,1956-10-18,30.49
57269,1956-10-19,27.89
57270,1956-10-20,28.48
57271,1956-10-21,28.76
57272,1956-10-22,28.94
57273,1956-10-23,28.25
57274,1956-10-24,32.25
57275,1956-10-25,21.99
57276,1956-10-26,26.47
57277,1956-10-27,29.77
57278,1956-10-28,31.39
57279,1956-10-29,29.05
57280,1956-10-30,25.72
57281,1956-10-31,27.71
57282,1956-11-01,19.71
57283,1956-11-02,20.92
57284,1956-11-03,23.57
57285,1956-11-04,15.34
57286,1956-11-05,16.62
57287,1956-11-06,23.96
57288,1956-11-07,23.2
57289,1956-11-08,15.61
57290,1956-11-09,23.17
57291,1956-11-10,19.08
57292,1956-11-11,16.8
57293,1956-11-12,17.1
57294,1956-11-13,18.86
57295,1956-11-14,21.79
57296,1956-11-15,17.91
57297,1956-11-16,21.87
57298,1956-11-17,21.56
57299,1956-11-18,18.55
57300,1956-11-19,14.54
57301,1956-11-20,14.64
57302,1956-11-21,18.85
57303,1956-11-22,23.15
57304,1956-11-23,20.37
57305,1956-11-24,20.98
57306,1956-11-25,23.37
57307,1956-11-26,19.87
57308,1956-11-27,15.83
57309,1956-11-28,14.71
57310,1956-11-29,16.15
57311,1956-11-30,14.02
57312,1956-12-01,8.42
57313,1956-12-02,8.36
57314,1956-12-03,8.75
57315,1956-12-04,14.02
57316,1956-12-05,15.47
57317,1956-12-06,15.5
57318,1956-12-07,16.52
57319,1956-12-08,15.76
57320,1956-12-09,8.68
57321,1956-12-10,14.43
57322,1956-12-11,14.64
57323,1956-12-12,10.67
57324,1956-12-13,13.04
57325,1956-12-14,15.72
57326,1956-12-15,13.84
57327,1956-12-16,16.93
57328,1956-12-17,16.61
57329,1956-12-18,14.58
57330,1956-12-19,15.83
57331,1956-12-20,15.76
57332,1956-12-21,8.81
57333,1956-12-22,14.26
57334,1956-12-23,10.35
57335,1956-12-24,15.16
57336,1956-12-25,11.22
57337,1956-12-26,8.96
57338,1956-12-27,16.55
57339,1956-12-28,12.95
57340,1956-12-29,8.06
57341,1956-12-30,9.14
57342,1956-12-31,15.11
57343,1957-01-01,9.25
57344,1957-01-02,10.5
57345,1957-01-03,9.29
57346,1957-01-04,13.95
57347,1957-01-05,12.86
57348,1957-01-06,10.94
57349,1957-01-07,11.5
57350,1957-01-08,10.56
57351,1957-01-09,10.08
57352,1957-01-10,8.59
57353,1957-01-11,9.87
57354,1957-01-12,8.47
57355,1957-01-13,8.49
57356,1957-01-14,8.58
57357,1957-01-15,9.16
57358,1957-01-16,9.84
57359,1957-01-17,10.25
57360,1957-01-18,9.4
57361,1957-01-19,12.4
57362,1957-01-20,13.2
57363,1957-01-21,10.67
57364,1957-01-22,8.39
57365,1957-01-23,9.96
57366,1957-01-24,10.66
57367,1957-01-25,11.32
57368,1957-01-26,12.0
57369,1957-01-27,12.94
57370,1957-01-28,13.69
57371,1957-01-29,11.05
57372,1957-01-30,10.21
57373,1957-01-31,9.2
57374,1957-02-01,15.04
57375,1957-02-02,12.7
57376,1957-02-03,14.12
57377,1957-02-04,17.6
57378,1957-02-05,16.61
57379,1957-02-06,18.65
57380,1957-02-07,13.46
57381,1957-02-08,18.09
57382,1957-02-09,14.4
57383,1957-02-10,17.69
57384,1957-02-11,15.96
57385,1957-02-12,14.98
57386,1957-02-13,15.12
57387,1957-02-14,11.74
57388,1957-02-15,14.03
57389,1957-02-16,13.09
57390,1957-02-17,12.98
57391,1957-02-18,17.62
57392,1957-02-19,19.56
57393,1957-02-20,18.27
57394,1957-02-21,17.66
57395,1957-02-22,15.87
57396,1957-02-23,11.53
57397,1957-02-24,16.49
57398,1957-02-25,19.67
57399,1957-02-26,13.19
57400,1957-02-27,12.58
57401,1957-02-28,11.57
57402,1957-03-01,23.94
57403,1957-03-02,28.41
57404,1957-03-03,18.59
57405,1957-03-04,27.48
57406,1957-03-05,21.58
57407,1957-03-06,20.24
57408,1957-03-07,17.49
57409,1957-03-08,25.23
57410,1957-03-09,23.05
57411,1957-03-10,17.24
57412,1957-03-11,20.77
57413,1957-03-12,23.98
57414,1957-03-13,26.66
57415,1957-03-14,27.0
57416,1957-03-15,26.87
57417,1957-03-16,25.1
57418,1957-03-17,28.03
57419,1957-03-18,22.49
57420,1957-03-19,21.03
57421,1957-03-20,20.91
57422,1957-03-21,22.93
57423,1957-03-22,17.74
57424,1957-03-23,23.4
57425,1957-03-24,21.61
57426,1957-03-25,26.65
57427,1957-03-26,23.95
57428,1957-03-27,28.19
57429,1957-03-28,19.38
57430,1957-03-29,27.45
57431,1957-03-30,24.92
57432,1957-03-31,28.4
57433,1957-04-01,23.07
57434,1957-04-02,30.73
